(3429,1622,3)
(3847,1107,4)
(2898,1671,3)
(1318,2094,4)
(1861,3860,4)
(1126,2755,3)
(841,926,6)
(3191,372,4)
(1829,3064,3)
(808,1251,6)
(2492,3886,5)
(2237,2496,2)
(561,3059,4)
(780,1327,6)
(2829,984,3)
(3445,3774,2)
(336,3111,4)
(2744,2756,2)
(1517,2640,4)
(2222,516,3)
(2843,2634,4)
(1348,3169,3)
(817,3027,5)
(3210,3648,5)
(1775,289,3)
(2806,142,4)
(24,4024,6)
(381,290,4)
(125,3533,5)
(705,3850,4)
(3775,2331,5)
(3898,2962,5)
(1922,966,4)
(3067,3212,2)
(3941,2224,5)
(2523,1690,4)
(2025,3475,5)
(2541,2006,2)
(41,994,3)
(3868,2745,5)
(437,1569,3)
(1031,3910,4)
(1365,1627,2)
(2009,1935,2)
(2953,3463,5)
(1472,1974,4)
(3626,976,4)
(2646,1732,4)
(2553,860,4)
(1810,3991,5)
(2741,3848,5)
(1021,1107,2)
(2606,1214,4)
(527,3247,4)
(1678,2221,4)
(3711,3793,2)
(3455,539,4)
(2775,3606,5)
(1188,2626,4)
(702,77,7)
(2485,531,3)
(1011,172,3)
(1489,1964,4)
(3859,1499,4)
(3878,2958,5)
(624,2851,4)
(897,3285,3)
(2010,3467,5)
(982,1440,2)
(3397,1423,3)
(665,2923,4)
(208,2802,4)
(1915,1585,4)
(940,1161,2)
(2164,3165,4)
(2785,1794,3)
(2135,2867,4)
(1552,1055,2)
(1675,2961,3)
(1941,1308,3)
(3966,2180,5)
(2336,3075,4)
(2480,1017,4)
(2743,736,5)
(3147,1371,3)
(1859,560,3)
(3190,3448,5)
(930,1710,2)
(707,2650,7)
(970,2703,3)
(2102,1203,3)
(2462,2370,2)
(2389,3147,4)
(2339,1112,4)
(235,1469,3)
(705,1435,6)
(2090,2244,1)
(1527,3998,5)
(3028,989,3)
(540,68,4)
(507,578,3)
(589,3377,4)
(2525,825,6)
(2023,374,3)
(4,2755,4)
(633,1555,3)
(3781,367,4)
(2148,1156,3)
(3815,1429,4)
(2214,1955,2)
(1105,1381,2)
(1195,1915,4)
(1130,952,2)
(1088,3971,3)
(2174,302,3)
(807,1211,6)
(3465,3787,2)
(163,1855,3)
(2735,1755,3)
(1057,1288,2)
(2446,3763,5)
(2634,932,4)
(93,1022,3)
(612,1656,3)
(2831,3361,2)
(1600,556,3)
(2783,2909,2)
(2963,1437,3)
(1402,204,3)
(2460,266,4)
(3083,1270,3)
(323,1116,3)
(196,3841,5)
(209,1231,3)
(633,1683,3)
(1949,3886,5)
(3667,93,5)
(3359,221,4)
(3797,3848,2)
(2246,1470,3)
(1759,1494,2)
(3271,2218,4)
(2957,2427,4)
(3437,481,3)
(112,3932,5)
(3190,974,3)
(259,2295,4)
(2782,2651,4)
(2089,338,4)
(720,3128,5)
(2928,3567,5)
(1064,3291,3)
(2401,3997,5)
(2563,169,3)
(114,878,6)
(3591,1689,4)
(1705,2599,4)
(328,1637,3)
(2250,2439,2)
(2131,202,4)
(1632,2610,4)
(514,812,6)
(579,3267,4)
(3398,3668,5)
(329,384,4)
(592,546,2)
(4010,2534,5)
(2895,1842,3)
(3534,886,3)
(2856,2195,4)
(848,2010,7)
(2585,3522,5)
(1993,4009,5)
(522,2696,4)
(3864,3257,5)
(3137,1552,3)
(3346,871,4)
(2900,1347,3)
(1521,3737,4)
(2934,3889,5)
(1307,2071,3)
(1829,1482,2)
(261,1552,3)
(1920,2175,2)
(1368,3225,3)
(371,3119,4)
(2868,2610,4)
(3167,2949,2)
(2795,3127,2)
(698,3793,2)
(705,3312,5)
(437,2777,4)
(2842,2419,4)
(912,577,3)
(1087,1999,4)
(2605,3924,5)
(3060,4007,6)
(836,4011,7)
(1691,3633,3)
(2411,3087,4)
(3728,555,4)
(1283,2628,4)
(2342,739,7)
(2974,1988,4)
(1712,484,2)
(887,924,5)
(1850,3121,3)
(346,1150,3)
(2120,1484,4)
(2189,3841,5)
(1939,2414,2)
(2868,3834,5)
(2551,368,4)
(3061,944,3)
(3260,3765,5)
(3623,266,5)
(1362,2577,4)
(1963,2078,2)
(114,1032,3)
(2920,745,4)
(3986,2777,6)
(3399,707,5)
(484,2143,3)
(2474,149,4)
(3959,3846,2)
(277,1312,3)
(1963,701,7)
(220,921,3)
(1747,2159,4)
(3560,1757,4)
(592,1237,3)
(664,2006,4)
(1122,3783,4)
(3630,1025,4)
(866,2875,4)
(1037,2462,4)
(2428,1401,4)
(1950,760,7)
(1600,2177,4)
(1467,2739,3)
(750,3487,4)
(1005,77,3)
(3752,2652,5)
(351,932,3)
(1003,761,6)
(593,2303,4)
(1373,3058,3)
(858,204,6)
(957,434,3)
(1081,4032,5)
(1256,1752,2)
(835,583,6)
(606,2233,3)
(1266,2343,3)
(3559,138,5)
(3645,1512,4)
(1660,3511,4)
(3689,1375,4)
(1349,2321,4)
(3944,3624,2)
(144,1446,3)
(2018,2601,2)
(346,928,3)
(1867,3479,4)
(468,3266,4)
(3424,1100,3)
(1028,231,3)
(1111,3715,4)
(1067,420,2)
(197,2992,4)
(286,3946,5)
(1706,2074,4)
(1400,4027,5)
(3780,1623,4)
(2441,629,4)
(538,1456,2)
(3435,2788,2)
(1232,2519,3)
(1453,74,3)
(1289,3102,3)
(1343,3311,3)
(3062,3742,5)
(1858,89,3)
(736,335,7)
(2177,4035,5)
(605,2668,4)
(3984,1549,4)
(3632,2542,5)
(139,2898,4)
(2669,3180,2)
(3060,2965,1)
(2459,2099,2)
(618,2562,4)
(3170,2053,4)
(3111,3802,5)
(2212,3829,5)
(698,3466,2)
(696,3445,4)
(1454,1769,2)
(2316,1328,4)
(3661,955,4)
(971,3778,4)
(3497,1803,3)
(505,2645,4)
(1526,2628,4)
(1293,333,3)
(3715,559,3)
(3098,474,4)
(1472,3191,3)
(333,2041,4)
(1532,921,2)
(1954,2939,4)
(282,549,3)
(2731,3648,5)
(2733,1246,3)
(740,2898,5)
(1987,2027,2)
(620,3575,4)
(327,2924,4)
(3572,2774,5)
(2283,3241,4)
(892,2164,6)
(140,1582,3)
(1265,1009,2)
(1653,2913,3)
(1685,458,3)
(1312,1544,1)
(2102,1419,3)
(3240,1086,3)
(510,3609,4)
(2789,2083,4)
(870,2622,6)
(3636,2325,5)
(3301,3338,2)
(3657,1450,4)
(3974,3198,5)
(1610,3169,3)
(1120,3696,4)
(602,1637,3)
(948,1416,2)
(3692,3244,4)
(3876,1781,4)
(1192,3642,4)
(1514,1401,2)
(479,2045,3)
(676,2106,3)
(2801,2444,4)
(2802,1872,3)
(949,1313,2)
(939,1095,2)
(3701,2266,5)
(35,1112,3)
(1133,3606,4)
(590,2994,4)
(799,3591,4)
(1562,984,2)
(678,2064,4)
(458,3639,4)
(543,2125,3)
(1203,1238,2)
(2300,4022,5)
(1807,2924,3)
(739,4000,8)
(3786,538,4)
(2022,3427,4)
(1182,2961,3)
(3975,3884,2)
(2791,3164,2)
(2097,291,4)
(3921,2767,5)
(949,3099,3)
(1565,2932,3)
(1894,3719,4)
(1312,64,3)
(2430,494,4)
(723,1224,6)
(491,3687,4)
(1932,568,4)
(3751,3634,2)
(3861,2555,4)
(1177,1352,2)
(3527,3899,2)
(2097,3060,4)
(1681,916,2)
(2787,3280,2)
(1197,3287,3)
(2621,3347,4)
(1382,2745,3)
(1523,3989,4)
(1610,1112,2)
